Inputs from 160-bit to 210-bit was generated by GMP, tests performed during development on a single core OVH-cloud-amd64 server.

| 160 bits Quadratic Sieve testing command                                                    | average  | factors shown |
|                       ./qs 118672498407235763769816763268326146264864878611995085180703383 | 26242 ms | 6             |
|                       ./qs 186057067143782842780948930502754899162364724890025662847699513 | 26141 ms | 2             |
|                       ./qs 120764040213207949997931583254387738151261666927397428616633497 | 26267 ms | 6             |
|                       ./qs 195001432640939346045556623693632534531680938039845997742889471 | 27336 ms | 6             |
|                       ./qs 173815978057408130055077879731386553744363840614552351290630123 | 27436 ms | 14            |
|                       ./qs 184895815067162611143144022989340593407211980038968496560270991 | 27362 ms | 6             |
|                       ./qs 145140613791217412699615335398724539881018302485686108006963051 | 25258 ms | 2             |
|                       ./qs 107834351611083744401125035953353906419235306594619964350305913 | 25224 ms | 6             |
|                       ./qs 114773378008787230467708839366447715551878117724981971432233013 | 25012 ms | 6             |
|                       ./qs 169827262379013859920160418281702827882669500489387414740548737 | 25337 ms | 6             |
|                       ./qs 190699328253178928340446485273524098024698573680364911715543423 | 25393 ms | 14            |
|                       ./qs 154634458467269515366650167335509367967483996869733158467016729 | 25367 ms | 14            |
|                       ./qs 129489547252957725819391007350183169117109523627779670382519153 | 25576 ms | 6             |
|                       ./qs 130624004005023779390785337416560590845860206993509780669407049 | 24298 ms | 2             |


| 208 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                       ./qs 406444810873266640393490175753357833150348055175920839856577129 | 29422 ms | 2             |
|                       ./qs 317522059643401747691787278382952812283052508920199544869902017 | 31517 ms | 2             |
|                       ./qs 401148599134897960892302390410890534964284042442486617393941901 | 30095 ms | 2             |
|                       ./qs 258679402823545459720746552783686135776117967690304787908239729 | 28428 ms | 2             |
|                       ./qs 379500767737676932927931310861617266870685807926677405557173273 | 28305 ms | 6             |
|                       ./qs 365402942467728891497397526565398836210017363905903941207105487 | 28491 ms | 2             |
|                       ./qs 346176067755575647637590127728965780410724953178892834941956201 | 29367 ms | 14            |
|                       ./qs 321201695151122018565211091450848437796848000623179405568694401 | 28910 ms | 14            |
|                       ./qs 291262395904031325286577102099616381315444934637502072614616619 | 29548 ms | 14            |
|                       ./qs 209106041433008533061939303960764174155056098750801179587194367 | 28765 ms | 2             |
|                       ./qs 328428265347294876329099552793862278403988207930619449879386177 | 28840 ms | 6             |
|                       ./qs 214367213704787038240287790184145715525255718001179453027326877 | 28841 ms | 6             |
|                       ./qs 402932208058489006385250295416830162369894958164309175969410509 | 29231 ms | 2             |
|                       ./qs 390069683519178851147168271598172931035849309846399510475281761 | 28802 ms | 2             |
|                       ./qs 409796286098749460757615144620762334394114396393857469690204711 | 28831 ms | 2             |
|                       ./qs 287691712265370177877570079723559012308419893614581230402532879 | 28753 ms | 12            |
|                       ./qs 362396696997786587687521965284656252620376730379107817077469469 | 28551 ms | 6             |
|                       ./qs 244888508539181661608888333283385163698608715626736992607849963 | 29071 ms | 2             |
|                       ./qs 335203403596101083734562521600803100759693217557468739168751251 | 28801 ms | 2             |
|                       ./qs 255980975496679827619187634867032758107211376433449923170077249 | 28693 ms | 2             |


| 209 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                       ./qs 561216399680541890318249716482971592387145084511949822171715861 | 31719 ms | 6             |
|                       ./qs 451327527820217726598823049040999513337929428590866026578033277 | 27655 ms | 6             |
|                       ./qs 443466576135698961044349952354954810153304580127071567166896187 | 31445 ms | 2             |
|                       ./qs 504194384721289616991805822804089966392490086931060729843276953 | 29894 ms | 6             |
|                       ./qs 511871064346309791205446818234386129396522399730827021881845833 | 30405 ms | 6             |
|                       ./qs 813622303188878381522279276496292359181770448236376399289983697 | 31789 ms | 2             |
|                       ./qs 491298248507763455595752679272098389023351341460187850103263879 | 32673 ms | 6             |
|                       ./qs 714767803069591243865185975632290966212405364230548269701026917 | 32439 ms | 2             |
|                       ./qs 416546040992277401836188252913748201171629041433354962019840327 | 32114 ms | 6             |
|                       ./qs 618995633847176534560470989668575721322085202744760902590979501 | 28903 ms | 2             |
|                       ./qs 657491281725619731747326040806377399259510226123198608796756569 | 26276 ms | 2             |
|                       ./qs 809178650722574076648569679363223159312706475343337084951653919 | 26865 ms | 6             |
|                       ./qs 806357468289870071093777969893523757885316431999164539878098599 | 27475 ms | 2             |
|                       ./qs 548535556428002580571930428761088340163716530720357894990690797 | 27969 ms | 14            |
|                       ./qs 793226416343751852424461793104474488580474791550321847089889931 | 27687 ms | 28            |
|                       ./qs 577806378853734960530289952474796476134057954415361084452109521 | 27439 ms | 2             |
|                       ./qs 799246154590618296268486505796161099633820632710098028479602741 | 28068 ms | 2             |
|                       ./qs 573126384277897253242365192191146745891423666423803016392134323 | 28000 ms | 6             |
|                       ./qs 562922968263620272939759851533095361704763128434862821437932621 | 27921 ms | 6             |
|                       ./qs 596635500229649419961437642306861841810221065905413188690311467 | 27836 ms | 2             |


| 210 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                       ./qs 863821755546094137327826324035166834035006670425456080970003931 | 35070 ms | 2             |
|                      ./qs 1356237764850427010824567371092427536502950704777464686728576033 | 35272 ms | 6             |
|                      ./qs 1360361491178689361729201169297616434103057800566665896812221187 | 39731 ms | 2             |
|                      ./qs 1034857097759688376557821152414610977201623281550149909396949391 | 29800 ms | 2             |
|                       ./qs 858586501827969497841770594688651696823477785297007452430961269 | 28330 ms | 14            |
|                      ./qs 1422336451767272811808206897306541998392862577673691539363851633 | 30838 ms | 6             |
|                       ./qs 900413008938266149081141574710792773111738756593972005400909287 | 31636 ms | 2             |
|                       ./qs 876289519742588851671020522034414088704943499886271253321934263 | 31915 ms | 2             |
|                      ./qs 1166948542135729813491874822001077988272287724126568316786924343 | 32396 ms | 6             |
|                       ./qs 988300763119272091227114195901595865061595390163036071665163117 | 32285 ms | 2             |
|                      ./qs 1284123578288798897063090700092404220285770230817041742202078851 | 32615 ms | 14            |
|                      ./qs 1093789934742806405382673876008057664721532138920516690362487723 | 33222 ms | 2             |
|                       ./qs 988828099617390603704452926287672442364097095644294537358496453 | 33435 ms | 6             |
|                      ./qs 1418371040703181409257695912050420281983961491136026039346040429 | 31047 ms | 2             |
|                      ./qs 1046718424458445400130168658766152708293980306452921657163932757 | 30878 ms | 2             |
|                      ./qs 1205101266412343271093733436931873500342769366982819831522279073 | 30912 ms | 2             |
|                      ./qs 1351050618663839659165469489037154961231672468739182250991605269 | 31123 ms | 6             |
|                      ./qs 1496664325179074581115110481001798398244957871901424883818018673 | 31759 ms | 2             |
|                      ./qs 1603674911646472150726494794271543079506763282120550837793524621 | 31480 ms | 14            |
|                      ./qs 1005331546978132474469413407119401374723740438184274931775537551 | 31731 ms | 6             |
