Inputs from 60-bit to 160-bit was generated by GMP, tests performed during development on a single core OVH-cloud-amd64 server.

| 60 bits Quadratic Sieve testing command                                                     | average  | factors shown |
|                                             ./qs 43062317830529554147220489842425842159269 |   180 ms | 6             |
|                                             ./qs 29488804557830811571544570664227045525939 |   180 ms | 6             |
|                                             ./qs 34203176778069475304659424503617210500327 |   177 ms | 2             |
|                                             ./qs 38805891665882356690163781499585762311199 |   183 ms | 2             |
|                                             ./qs 36066569348924071000140877142653739946589 |   181 ms | 6             |
|                                             ./qs 41085771770886240158245430690319672175307 |   180 ms | 2             |
|                                             ./qs 22848676577524232876387221226885664161201 |   175 ms | 14            |
|                                             ./qs 34937341423812077722619931429034265720369 |   174 ms | 30            |
|                                             ./qs 31180496966594572410977021713651391184131 |   175 ms | 2             |
|                                             ./qs 30127698245242059465251473246135171153189 |   177 ms | 14            |
|                                             ./qs 35812783013683933726327241801626134639091 |   176 ms | 30            |
|                                             ./qs 38970796121663696962177492962290704895063 |   178 ms | 2             |
|                                             ./qs 28691041891265218241462827534935557845009 |   177 ms | 2             |
|                                             ./qs 21935745945903927219492421025275980079919 |   177 ms | 6             |
|                                             ./qs 22359274574295716134597259416196342452313 |   177 ms | 2             |
|                                             ./qs 34572290489577963190001614806286541410759 |   177 ms | 6             |
|                                             ./qs 23929301305500982422205209782788437006431 |   177 ms | 2             |
|                                             ./qs 38428577706149811902872174541966587130441 |   176 ms | 2             |
|                                             ./qs 30004167759693293589947013393042735351247 |   176 ms | 6             |


| 136 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                             ./qs 81514465773306903681660537662378018911559 |   220 ms | 2             |
|                                             ./qs 76350610438326859575413564859875935964957 |   196 ms | 2             |
|                                             ./qs 79139742465557668515195573829096223640629 |   192 ms | 2             |
|                                             ./qs 46852148568397771939558620650362930648493 |   189 ms | 6             |
|                                             ./qs 49463689459426387469426892549755281244753 |   190 ms | 2             |
|                                             ./qs 55208896883967778157833821732964208773129 |   187 ms | 2             |
|                                             ./qs 67469572471522437239352707024773616607043 |   186 ms | 2             |
|                                             ./qs 50150036762697390919020232683120850295263 |   186 ms | 14            |
|                                             ./qs 61793774229672657033658215905779744158559 |   187 ms | 2             |
|                                             ./qs 52840747958680065002437248604627137074669 |   186 ms | 2             |
|                                             ./qs 84827353890318950491989108565497694083641 |   190 ms | 30            |
|                                             ./qs 70429165614117385088857030893674819873251 |   192 ms | 2             |
|                                             ./qs 83088796277241484956893537154016757139529 |   189 ms | 2             |
|                                             ./qs 66244636782132796499528473537639266089903 |   188 ms | 2             |
|                                             ./qs 60151988417934660797315828013048570792073 |   189 ms | 6             |
|                                             ./qs 47769094507544353325716985639850935369971 |   187 ms | 6             |
|                                             ./qs 56851869828861667082574298774617097423393 |   187 ms | 6             |
|                                             ./qs 67924634368451581868483846745640080967663 |   187 ms | 2             |
|                                             ./qs 59922220026853023954175522742911107378157 |   187 ms | 2             |
|                                             ./qs 70956948871029066046428071961928082793493 |   187 ms | 14            |


| 137 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                            ./qs 163087194363413463505921825918365760671811 |   211 ms | 6             |
|                                            ./qs 110314616608393892778959873307596312854747 |   205 ms | 2             |
|                                            ./qs 127179092594087327850013052422362423550651 |   202 ms | 6             |
|                                            ./qs 138209917682222958324441068879769254449601 |   204 ms | 6             |
|                                            ./qs 111404751191917305565939166603957613992099 |   204 ms | 14            |
|                                            ./qs 155767212632343319504686959638991218174739 |   212 ms | 2             |
|                                            ./qs 114380206260231168492267279924584550589477 |   210 ms | 14            |
|                                             ./qs 87159499594626297293015562446750859930401 |   205 ms | 14            |
|                                            ./qs 163123122860065250837981677604409840318173 |   204 ms | 6             |
|                                            ./qs 160391018367238189130630250015661664669971 |   203 ms | 6             |
|                                            ./qs 112321649754319168733943991301334513148049 |   206 ms | 2             |
|                                             ./qs 92980501025984772735935899386228426301133 |   207 ms | 6             |
|                                            ./qs 116188735223650189107706723613302193054957 |   206 ms | 2             |
|                                            ./qs 158408893645789185004635487987442496110287 |   204 ms | 6             |
|                                            ./qs 139424214176258866185607920882259156940837 |   204 ms | 2             |
|                                             ./qs 97673427161918710762260770219825393486963 |   204 ms | 14            |
|                                            ./qs 162380850416439059616771424360023861932701 |   204 ms | 6             |
|                                             ./qs 95268116151565582424794754976294537782011 |   205 ms | 6             |
|                                            ./qs 129154309075541927446486916818143294257833 |   205 ms | 2             |
|                                            ./qs 101279023759096123540941170154493283505427 |   205 ms | 2             |


| 138 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                            ./qs 194624070852388766450019723984909405288487 |   226 ms | 6             |
|                                            ./qs 249315885752434974284577405278230468243267 |   221 ms | 6             |
|                                            ./qs 323057819297093444678557973135648495182799 |   225 ms | 14            |
|                                            ./qs 316275072401698991160330905978621851173403 |   226 ms | 2             |
|                                            ./qs 217355119286317895568580078193247771518801 |   221 ms | 2             |
|                                            ./qs 219163718440685532107832660482752826473387 |   218 ms | 2             |
|                                            ./qs 332281753666273893401659264864442350190869 |   213 ms | 26            |
|                                            ./qs 182074721456443077571077116575705358459353 |   216 ms | 14            |
|                                            ./qs 175625597675862695403521702445465768606271 |   219 ms | 2             |
|                                            ./qs 248100253750469531925048248714367099098279 |   218 ms | 6             |
|                                            ./qs 286588991051219784025178975748953148346543 |   218 ms | 6             |
|                                            ./qs 232610344874794474201461117473306040172159 |   218 ms | 2             |
|                                            ./qs 327405832054267853666860472883552097046099 |   221 ms | 14            |
|                                            ./qs 264948290867679171264903739874149985724593 |   219 ms | 2             |
|                                            ./qs 243313645019003087456818547963552954122543 |   220 ms | 2             |
|                                            ./qs 293398975643365094434459549422389191860521 |   217 ms | 14            |
|                                            ./qs 205465379228001268892698484987055732400597 |   217 ms | 2             |
|                                            ./qs 344973612252146472998194343713229358138869 |   218 ms | 2             |
|                                            ./qs 251788591004868297675865918615678057134031 |   219 ms | 6             |
|                                            ./qs 340780625983246439432452499376735108883393 |   217 ms | 2             |


| 139 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                            ./qs 375987552570138771874281370758817243543649 |   307 ms | 2             |
|                                            ./qs 350761430254238894971874485023704458183189 |   228 ms | 6             |
|                                            ./qs 585293121742420406777357655899279755620059 |   231 ms | 2             |
|                                            ./qs 466658365084677097541416677838467138810457 |   232 ms | 14            |
|                                            ./qs 561279173895246900221251334666374511900323 |   229 ms | 6             |
|                                            ./qs 364258968616096441314902816841522365478571 |   221 ms | 2             |
|                                            ./qs 594221287759675723976676991164753457035329 |   220 ms | 6             |
|                                            ./qs 533548593990648178887323317784560600741187 |   219 ms | 14            |
|                                            ./qs 371809998497244730111846275619189126624817 |   215 ms | 2             |
|                                            ./qs 555597320458088070743627949948920641683179 |   217 ms | 6             |
|                                            ./qs 558173706253417810536432734069863172531971 |   218 ms | 2             |
|                                            ./qs 428297307864056937593570644454352486338911 |   220 ms | 6             |
|                                            ./qs 652225336876161063217152234229064449779803 |   219 ms | 6             |
|                                            ./qs 654156191763376386081544895302123158845951 |   218 ms | 6             |
|                                            ./qs 521018663766039308793069668163105826115489 |   218 ms | 2             |
|                                            ./qs 349828155508562616661007242698612826702067 |   217 ms | 14            |
|                                            ./qs 572808469790276354963706969287979894810479 |   219 ms | 2             |
|                                            ./qs 623852534864675811315104852324823174045671 |   219 ms | 14            |
|                                            ./qs 653668773950418981170089410234764633126909 |   220 ms | 2             |
|                                            ./qs 495413317912848277594615001143663302171151 |   219 ms | 2             |


| 140 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                           ./qs 1307102171505267301043496810761791697994803 |   232 ms | 2             |
|                                           ./qs 1182994918409269920658830602663899553941537 |   226 ms | 2             |
|                                            ./qs 783467784333922281535083914439516946767533 |   231 ms | 6             |
|                                           ./qs 1244590853865367146537530549095243220461379 |   240 ms | 2             |
|                                           ./qs 1149525034476666988891360958633822761167499 |   244 ms | 2             |
|                                           ./qs 1210693919402924464610466250057245683504783 |   245 ms | 14            |
|                                            ./qs 702109169308470625468078936186876666703029 |   237 ms | 6             |
|                                            ./qs 832385641869136098732095447068386403744139 |   236 ms | 2             |
|                                            ./qs 755979666097070379180970679366369472898163 |   235 ms | 2             |
|                                           ./qs 1197237850086285709246081383725451498529259 |   237 ms | 6             |
|                                           ./qs 1178350954515818927196724556537836710833489 |   233 ms | 6             |
|                                           ./qs 1174638393704401086077267082312258087983033 |   233 ms | 6             |
|                                           ./qs 1384177044114706681759199576760368496747733 |   235 ms | 2             |
|                                           ./qs 1323447338581376073631449057571925334261127 |   238 ms | 6             |
|                                           ./qs 1001944855091053023645504283936240064252323 |   239 ms | 2             |
|                                           ./qs 1113761712106777823552360116609393710165817 |   239 ms | 14            |
|                                            ./qs 973366764038418739763065583201104504216609 |   237 ms | 6             |
|                                            ./qs 833946450042203592719388513946263199764791 |   238 ms | 2             |
|                                           ./qs 1355603629547715901345103879304119688657551 |   239 ms | 2             |
|                                            ./qs 807788268757954867352970342694737132801619 |   240 ms | 14            |


| 141 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                           ./qs 2318046889063146980058300907915042647389497 |   247 ms | 2             |
|                                           ./qs 2610265286448248328690962596941596139513283 |   259 ms | 2             |
|                                           ./qs 2477719707549521641568913806186822672508019 |   254 ms | 6             |
|                                           ./qs 2474833774386522757541791591145925177505811 |   259 ms | 2             |
|                                           ./qs 2395693162055056905797398120270181525235283 |   257 ms | 2             |
|                                           ./qs 2471011999994826123760871875582864124912719 |   264 ms | 6             |
|                                           ./qs 1529196718042561604576030714762255086794113 |   263 ms | 2             |
|                                           ./qs 2524904190908261641709545764013056141040619 |   263 ms | 2             |
|                                           ./qs 2305669738935192359821986495425818757078621 |   261 ms | 6             |
|                                           ./qs 1849200461188695815181496119840444189739459 |   262 ms | 2             |
|                                           ./qs 2237678654648030925306454137472430364879541 |   262 ms | 6             |
|                                           ./qs 2226682686748222725201790034222457996312761 |   261 ms | 14            |
|                                           ./qs 2393520027648171607951842373395474691647011 |   263 ms | 2             |
|                                           ./qs 1431823442952538644603984840259839911619743 |   264 ms | 6             |
|                                           ./qs 1501315991600426423384448517378491995024809 |   266 ms | 6             |
|                                           ./qs 2417120704584905780352155690048674011233363 |   266 ms | 6             |
|                                           ./qs 2771605075118665678852172404104390410357141 |   264 ms | 2             |
|                                           ./qs 2303531687021427483347001878806199363579189 |   266 ms | 6             |
|                                           ./qs 2197259883582034093349290276849773783882121 |   266 ms | 6             |
|                                           ./qs 2358982171461286968543327232207792851542683 |   265 ms | 6             |


| 142 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                           ./qs 5109488070974241902781560352619332884022161 |   279 ms | 6             |
|                                           ./qs 5200446389864388240806285227233862655443997 |   269 ms | 6             |
|                                           ./qs 4825974629511412672671575791792142463797167 |   285 ms | 6             |
|                                           ./qs 3653045551233308169384457881571938851166461 |   275 ms | 2             |
|                                           ./qs 4299510351697906138584990390429230035441891 |   273 ms | 2             |
|                                           ./qs 4965528060517737252266341909541849394788761 |   281 ms | 2             |
|                                           ./qs 3251375352370135922905224981565403861132963 |   274 ms | 2             |
|                                           ./qs 3121508844301548228615617995420102485358003 |   276 ms | 2             |
|                                           ./qs 3606860193270549388075279516297084603860031 |   273 ms | 6             |
|                                           ./qs 2848512440452568061430876813658420408453867 |   272 ms | 2             |
|                                           ./qs 3274450107899752577993499713241555066977023 |   271 ms | 2             |
|                                           ./qs 5102383766127907182474700184142040674549163 |   271 ms | 2             |
|                                           ./qs 4942881775943429580875854722529453143873983 |   269 ms | 2             |
|                                           ./qs 3569131171491886040375754924393265314764753 |   272 ms | 6             |
|                                           ./qs 4689512362543637972261890220310807141417517 |   271 ms | 6             |
|                                           ./qs 4918361825127231299513952373895705819005973 |   271 ms | 2             |
|                                           ./qs 3510701829663373594623021456074582810119259 |   269 ms | 2             |
|                                           ./qs 4027247326326755417930833903697248076797117 |   267 ms | 28            |
|                                           ./qs 3676821292868042985824172352223352877644359 |   268 ms | 2             |
|                                           ./qs 4395749967291252608670244949053583118542489 |   270 ms | 2             |


| 143 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                           ./qs 6811955128794871958101329428128250631028133 |   336 ms | 14            |
|                                           ./qs 7471565137188283167907255774972529538583091 |   322 ms | 2             |
|                                           ./qs 9471439986659756394735061773687697790476223 |   308 ms | 6             |
|                                           ./qs 8946976204146132647063623015344997461354877 |   299 ms | 6             |
|                                           ./qs 6856024039989665934564243154037076433812947 |   304 ms | 2             |
|                                          ./qs 10232758615100314996727223943652076039122171 |   299 ms | 6             |
|                                          ./qs 10707180836048986448593938696738888720814673 |   305 ms | 6             |
|                                          ./qs 10188142549331268611855635289961139803816527 |   303 ms | 2             |
|                                           ./qs 7853321289709331395272184586369787304475591 |   308 ms | 6             |
|                                           ./qs 8853133343379736969518449443013984881215473 |   311 ms | 6             |
|                                           ./qs 5603973820520415359517650851870055644707569 |   315 ms | 6             |
|                                           ./qs 8414064991796999158764196574689402746134731 |   314 ms | 6             |
|                                           ./qs 6477547697706825052889159696254743646175369 |   311 ms | 2             |
|                                          ./qs 10135310547971612250745740694959574453568657 |   310 ms | 2             |
|                                           ./qs 9877856860419146204349460498389064469948063 |   308 ms | 6             |
|                                           ./qs 8886511321443458461454177721104882498559331 |   306 ms | 2             |
|                                           ./qs 9929685291840127426119748792264284535182209 |   308 ms | 2             |
|                                           ./qs 7371999566643986655604708963413795642772151 |   306 ms | 2             |
|                                           ./qs 5840156998361489346382259985110442847146359 |   307 ms | 6             |
|                                           ./qs 6671234455481768295180188453585554614240383 |   306 ms | 6             |


| 144 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                          ./qs 21609406407316081686379827096716378292721589 |   270 ms | 14            |
|                                          ./qs 14028513073367205856127231795873090629919603 |   287 ms | 14            |
|                                          ./qs 11348097507257759645354423686939161107446307 |   298 ms | 2             |
|                                          ./qs 12251120445881236366001777621236655411266117 |   285 ms | 2             |
|                                          ./qs 17708654836656994207732200565604720211022093 |   282 ms | 2             |
|                                          ./qs 12443162331119035378082412517224823034245279 |   280 ms | 6             |
|                                          ./qs 12291040470800302928378103382772467680862621 |   282 ms | 14            |
|                                          ./qs 11166708670836313173935994399653619747454031 |   287 ms | 6             |
|                                          ./qs 12081991685874490283719031938077830173119253 |   290 ms | 6             |
|                                          ./qs 19901645533847864376535142798813023194897251 |   299 ms | 6             |
|                                          ./qs 16540943676745857253333674133537925934464683 |   298 ms | 6             |
|                                          ./qs 18741708124723696618296428214140086334000533 |   300 ms | 2             |
|                                          ./qs 18795884186529623766876756291501813090419191 |   300 ms | 14            |
|                                          ./qs 15091825721691173935084791626500936865087339 |   299 ms | 6             |
|                                          ./qs 22134533161974319478508617774896871441589413 |   299 ms | 2             |
|                                          ./qs 18035585553168205288427256639061140681283793 |   299 ms | 6             |
|                                          ./qs 21657936873982154235594729202489786919240627 |   298 ms | 2             |
|                                          ./qs 18164105750674693983750526482698640067373023 |   302 ms | 6             |
|                                          ./qs 16184447866614952716308911071834574084420751 |   302 ms | 2             |
|                                          ./qs 20329423277175934654566637970173763971178651 |   301 ms | 2             |


| 145 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                          ./qs 43615726524215210638009789937182323191994593 |   344 ms | 6             |
|                                          ./qs 29274529881999314486922596950144534086757513 |   339 ms | 14            |
|                                          ./qs 25585463377983139328156439548977887333786823 |   333 ms | 14            |
|                                          ./qs 39105089084103602429327414025902022289883981 |   321 ms | 2             |
|                                          ./qs 36620284017233845716236893364933945776977059 |   324 ms | 2             |
|                                          ./qs 35135626214674646141642738338054809351011377 |   323 ms | 6             |
|                                          ./qs 31838304993110221680327472851274187449196473 |   322 ms | 2             |
|                                          ./qs 40741362687735596982899168161988691148990109 |   324 ms | 14            |
|                                          ./qs 39191323252747862780831847821762015335958021 |   324 ms | 2             |
|                                          ./qs 23449087782343772111105564815639179275192477 |   318 ms | 2             |
|                                          ./qs 23416585095639151031751475329193159015820143 |   317 ms | 2             |
|                                          ./qs 44092162136070827205295313254795479454652537 |   322 ms | 2             |
|                                          ./qs 38986679471932505633637796045677080487538379 |   321 ms | 6             |
|                                          ./qs 40708086940618425938418547113626088551783219 |   326 ms | 6             |
|                                          ./qs 26211556471314271202797034677743333730439059 |   326 ms | 2             |
|                                          ./qs 36043227100167418856703976268591195508725347 |   327 ms | 2             |
|                                          ./qs 34007911213661866984173568787058837924939689 |   326 ms | 6             |
|                                          ./qs 43957114099062212008486923087688869564624571 |   329 ms | 14            |
|                                          ./qs 25188498043961371636451719913810602456740361 |   326 ms | 2             |
|                                          ./qs 42473147698060478286606829682123745702111749 |   325 ms | 2             |


| 146 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                          ./qs 48424410122413286684270624413693440406170791 |   373 ms | 6             |
|                                          ./qs 74868380893254399426753012265349077644544963 |   352 ms | 6             |
|                                          ./qs 80960317314206548079065263682172215327924151 |   364 ms | 2             |
|                                          ./qs 68815238153142731933581867430870021276675731 |   361 ms | 2             |
|                                          ./qs 70482388481353510866604184538209776227583763 |   369 ms | 14            |
|                                          ./qs 76741333625389579002400517502416574039534121 |   370 ms | 14            |
|                                          ./qs 66392430420772316710468627277089240109171099 |   359 ms | 2             |
|                                          ./qs 72834867213923395861559628475838244062298023 |   357 ms | 2             |
|                                          ./qs 60478305996312015186417676151822543288709977 |   351 ms | 6             |
|                                          ./qs 82079364370116801121315749049919131814429921 |   349 ms | 14            |
|                                          ./qs 76584832845407037739506013665163689694167773 |   350 ms | 6             |
|                                          ./qs 66099986889509692016891106804651929977898069 |   351 ms | 6             |
|                                          ./qs 75943445299270459137535635569911639482049903 |   353 ms | 2             |
|                                          ./qs 55714414172339371915072880989192154752615267 |   349 ms | 6             |
|                                          ./qs 88993016111480435420161567126994230947397183 |   349 ms | 2             |
|                                          ./qs 50338149963591607871043138889634848358048863 |   349 ms | 6             |
|                                          ./qs 82097742023128335187058403151839133561354597 |   347 ms | 6             |
|                                          ./qs 61993953916113230675204179730221695200303467 |   345 ms | 6             |
|                                          ./qs 49262308320404989086901585714074539306994803 |   344 ms | 2             |
|                                          ./qs 78468048468030620730178356694585275879183787 |   347 ms | 6             |


| 147 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                         ./qs 157481376967791564344334252684839430965449313 |   330 ms | 2             |
|                                         ./qs 118025468994609451812389164213696828088324329 |   293 ms | 6             |
|                                         ./qs 158107345434835765247353267583395879152582497 |   336 ms | 2             |
|                                          ./qs 92093835318972992053032621051072806292962017 |   339 ms | 6             |
|                                          ./qs 89985098078271525036225222070343745818251873 |   323 ms | 6             |
|                                         ./qs 115915138330071768624899174632586533465665701 |   326 ms | 14            |
|                                         ./qs 177823558717522037685808223661572650413268579 |   338 ms | 6             |
|                                         ./qs 173619169054458702370502008016175376960091503 |   346 ms | 6             |
|                                         ./qs 130873939462035875227937856445079908730237849 |   349 ms | 14            |
|                                          ./qs 98760699781196903890371713874114675345700699 |   357 ms | 2             |
|                                         ./qs 126248325012997341421419333832592521454095931 |   358 ms | 2             |
|                                         ./qs 108428460921720620280076202530102623049623617 |   356 ms | 2             |
|                                          ./qs 95447387515310790233212007291052475128411583 |   359 ms | 2             |
|                                         ./qs 163431961462809356758437347309464853232334261 |   363 ms | 6             |
|                                         ./qs 165099396558829841052719004026346546832089977 |   364 ms | 6             |
|                                          ./qs 93501720145658391695127449814942736074825049 |   360 ms | 14            |
|                                         ./qs 119025484898717787788835488910736956933366059 |   356 ms | 6             |
|                                          ./qs 96798998571646303141156142481498364987910069 |   355 ms | 6             |
|                                         ./qs 105899731882467180356988154632254046086666483 |   356 ms | 2             |
|                                         ./qs 171776128186568943430751875052313729323765609 |   356 ms | 6             |


| 148 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                         ./qs 334289152248664460946164901379738225340497919 |   404 ms | 14            |
|                                         ./qs 201448131894898414552404519000942567900999167 |   375 ms | 6             |
|                                         ./qs 304264198101825154056810488004505827899387059 |   401 ms | 6             |
|                                         ./qs 183459545202130819984214311267086597683375591 |   405 ms | 2             |
|                                         ./qs 181618210575140099246643340987474085576632993 |   377 ms | 6             |
|                                         ./qs 231692498386761509104844464437340128763403393 |   379 ms | 14            |
|                                         ./qs 284285988559484979629767568808702847673172371 |   380 ms | 6             |
|                                         ./qs 332200350417357542030156867498819244502330343 |   378 ms | 14            |
|                                         ./qs 315630567961377600784453229910401576249075159 |   383 ms | 2             |
|                                         ./qs 236206039718679297508101101572513517501587133 |   380 ms | 2             |
|                                         ./qs 300027834256212847719395489010005841625155577 |   383 ms | 2             |
|                                         ./qs 306479619327422818415509052926329792791293309 |   379 ms | 6             |
|                                         ./qs 199361845852848953522156156818985406834239081 |   378 ms | 6             |
|                                         ./qs 196213396035669773710710859922932347104305147 |   378 ms | 6             |
|                                         ./qs 304862020477971938294928855851105330375066951 |   378 ms | 14            |
|                                         ./qs 224565113716115050004983639626905586713802707 |   375 ms | 2             |
|                                         ./qs 208725421064230548721404306211748836777844099 |   373 ms | 6             |
|                                         ./qs 297444118509589235345709481744920178689380107 |   375 ms | 6             |
|                                         ./qs 221566463409103037266925338386427764138584201 |   376 ms | 6             |
|                                         ./qs 239238802691816182193115476351248116487859069 |   378 ms | 6             |


| 149 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                         ./qs 540825212964918864782185070698853614781426489 |   443 ms | 6             |
|                                         ./qs 553394493198623569044086535668439382641838681 |   389 ms | 14            |
|                                         ./qs 402915169981921244497093732361090027960715487 |   385 ms | 6             |
|                                         ./qs 569234821578636326609712591514452969172350907 |   390 ms | 2             |
|                                         ./qs 453797959049557190852598020939727154268080591 |   389 ms | 14            |
|                                         ./qs 500356954085488521669672742658004316906928303 |   397 ms | 2             |
|                                         ./qs 359777569431126639681151293103526078111780521 |   400 ms | 2             |
|                                         ./qs 479522092705073215688641804839310023487351247 |   394 ms | 2             |
|                                         ./qs 692535394131328044740585290016487878491427929 |   392 ms | 2             |
|                                         ./qs 506968964461490623666709392893057249042783173 |   396 ms | 6             |
|                                         ./qs 576447398211687818385284376163607895956662589 |   394 ms | 2             |
|                                         ./qs 400717492251706954369192464851427041917204157 |   392 ms | 6             |
|                                         ./qs 601758411309121063274607541566137869284286547 |   395 ms | 2             |
|                                         ./qs 594654564334856675014023997412263927238884247 |   392 ms | 14            |
|                                         ./qs 689935594761187597227995920358642966266554923 |   389 ms | 2             |
|                                         ./qs 559280421931174837516735205755530013122999233 |   390 ms | 6             |
|                                         ./qs 406217838581252306731416436748993234879546219 |   389 ms | 6             |
|                                         ./qs 431077488196269568642684594199415331059198649 |   392 ms | 2             |
|                                         ./qs 610002083738775898191948340298761530357536699 |   390 ms | 2             |
|                                         ./qs 646130547016436158149154501575853427362094147 |   391 ms | 2             |


| 150 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                        ./qs 1369483147415672460831439370134165156042536209 |   556 ms | 2             |
|                                         ./qs 852167802381695370508092193516470076256610461 |   485 ms | 6             |
|                                         ./qs 868201712704725816871449635585296447323125443 |   473 ms | 2             |
|                                        ./qs 1339082371093615655760431792501735772052774253 |   467 ms | 6             |
|                                         ./qs 797576997575822355880208425574772745791739001 |   465 ms | 6             |
|                                        ./qs 1274813502054686238741260817680698463641590109 |   437 ms | 2             |
|                                        ./qs 1299460210351527400002891371773937879909736127 |   440 ms | 2             |
|                                        ./qs 1403375758054250334370812384160151290507334809 |   448 ms | 6             |
|                                         ./qs 915208654416663830418203535039348679511208127 |   450 ms | 14            |
|                                        ./qs 1336914872679577243052063866286630636968032641 |   459 ms | 2             |
|                                         ./qs 739450842230206890244702406744516868834324067 |   452 ms | 2             |
|                                         ./qs 955427257435970739082148095381437635512096429 |   445 ms | 6             |
|                                        ./qs 1159907019509566062140455968371291486593754273 |   444 ms | 6             |
|                                        ./qs 1378193503389841130700540214431894120863787103 |   443 ms | 14            |
|                                        ./qs 1046727168824312782828208268875580726758034187 |   439 ms | 6             |
|                                         ./qs 866075327135033536107825033934388604049554373 |   439 ms | 6             |
|                                        ./qs 1109792004900113858236466962010991014941115399 |   437 ms | 2             |
|                                        ./qs 1385513400518453987164500356905596616338882593 |   437 ms | 14            |
|                                         ./qs 867617719537308135462423252484030799035003139 |   434 ms | 6             |
|                                         ./qs 792323632252706751846496814500228937204366773 |   435 ms | 14            |


| 151 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                        ./qs 2511971452863059822662364979516087975416176499 |   480 ms | 2             |
|                                        ./qs 2206297242249036224305835841474740418784280429 |   530 ms | 6             |
|                                        ./qs 2445845992648479667252088997986308591168305769 |   481 ms | 6             |
|                                        ./qs 2812470706225981944326305767830860106247310637 |   488 ms | 2             |
|                                        ./qs 1613285432258535560131197171070826352629983519 |   496 ms | 2             |
|                                        ./qs 2020225456987259660453888665584942397175148259 |   489 ms | 2             |
|                                        ./qs 2826729973597948916905238259718678256906642239 |   484 ms | 2             |
|                                        ./qs 2501050615325389770372463082177943177945871417 |   479 ms | 2             |
|                                        ./qs 1470793051771192688223590496449284734571596677 |   473 ms | 2             |
|                                        ./qs 2583241480344918715909886270902511827731952603 |   467 ms | 6             |
|                                        ./qs 1651514606917569828816469502522825643902124737 |   462 ms | 2             |
|                                        ./qs 2704211097979228215309490308359058556878548017 |   458 ms | 2             |
|                                        ./qs 2151622103652544233539069145865522959628713847 |   457 ms | 6             |
|                                        ./qs 2546261566808279923902619838721619955929854587 |   456 ms | 2             |
|                                        ./qs 1494212793435003021010223887234785518670393301 |   454 ms | 2             |
|                                        ./qs 1632936964483767155326913140336688372727712519 |   453 ms | 2             |
|                                        ./qs 2646788736315024554782545759426866606386346621 |   458 ms | 6             |
|                                        ./qs 2289185193983742724046662714077752455495189133 |   460 ms | 14            |
